symbol,companyName
PWF-PR-T,Power Financial Corp 4.2
PXC,Powershr FTSE Rafi CAD I
PXG,Pwrshr FTSE Rafi Global
PXS,Pwrshr FTSE Rafi US Fdam
PXU,Powershr FTSE Rafi US Id
PXX,Blackpearl Resources Inc
PZA,Pizza Pizza Royalty Corp
PZW,Pwrshr FTSE Rafi Glb Sml
P,Primero Mining Corp
P-WT-C,Primero Mining Corp Wts
PAR-DB-A,Partners REIT 6 Pct Debs
PAR-UN,Partners REIT Units
PAY,Posera Hdx Ltd
PBH,Premium Brands Holdings
PBH-DB-E,Premium Brands Hld Corp 4.65 Pct Debs
PBI,Purpose Best Ideas Fund
PBL,Pollard Banknote Limited
PBY-UN,Canso Credit Income Fund
PCF-U,Energy Credit Opp Income
PCY,Prophecy Development Cor
PDC,Powershares CDN Div Idx
PDL,N A Palladium
PDV,Prime Dividend Corp. Cl
PEG,Pattern Energy Group Inc
PER,Perk.Com Inc
PEU-B,Purpose Enhanced US Equi
PFB,Pfb Corp
PFH,Powershares HY Corp Bond
PFL,Powershares 1 To 3 Yr La
PFU-UN,Investment Grade Managed
PGD,Peregrine Diamonds Ltd.
PGF-DB-B,Pengrowth Energy Corp 6.
PGL,Powershares Ultra Liquid
PHE,Purpose Tactical Hedged
PHR,Purpose Duration Hedged
PHW,Purpose Intl Tactical He
PHY-U,Sprott Physical Gold Tru
PIC-PR-A,Premium Income Pr
PIF,Polaris Infrastructure I
PIN,Purpose Monthly Income F
PKI,Parkland Fuel Corporatio
PLC,Park Lawn Corporation
PLG-WT,Pilot Gold Inc Wts
PLS,Polaris Materials Corpor
PLZ-DB-C,Plaza Retail REIT 7.00 P
PLZ-UN,Plaza Retail REIT
PME,Sentry Select Primary Me
PMN,Promis Neurosciences Inc
PNC-A,Postmedia Network Canada
PNE,Pine Cliff Energy Ltd
PNT,CPI Card Group Inc
POT,Potash Corp of Sask Inc
POW,Power Corporation of Can
POW-PR-B,Power Corp. Preferred Sh
POW-PR-D,Power Corp  Non-Cum 1St
POW-PR-G,Power Corp of Canada 5.6
PPL-DB-F,Pembina Pipeline Corp. 5
PPL-PR-C,Pembina Pipeline Corp Pr
PPL-PR-G,Pembina Pipeline Corp Pr
PPL-PR-K,Pembina Pipeline Corp Pref Series 11
PPR,Prairie Provident Resources Inc
PPT-U,Sprott Physical Platinum
PR,Lysander Slater Pref Sha
PRF-UN,Pinebridge Inv Grade Pre
PRP,Purpose Conservative Income Fund ETF
PRU,Perseus Mining Limited
PSA,Purpose High Interest Sa
PSD,Pulse Seismic Inc.
PSK,Prairiesky Royalty Ltd
PSY,Pwrshr Glb Sharehldr Yie
PTB,Powershares Tactical Bon
PTM,Platinum Group Metals Lt
PUB-UN,US Banks Income and Growth Fund
PUD-B,Purpose US Dividend Fund
PVG,Pretium Resources Inc.
PVS-PR-C,Partners Value Split Cor
PVS-PR-E,Partners Value Split Corp Pref Ser 7
PWC-NT-C,Pwc Capital Inc 9 Pct Se
PWC-PR-B,Pwc Capital Inc Pref Cla
PWF-PR-A,Power Fin Ser A Pr
PWF-PR-F,Power Financial Corp. Pr
PWF-PR-H,Power Financial Corp 5.7
PWF-PR-K,Power Fin Corp 4.95% Ser
PWF-PR-O,Power Financial Corp 5.8
PWF-PR-Q,Power Fin Corp 4.40 Pct Pref Ser Q
PWF-PR-S,Power Financial Corp Pre
PWT,Penn West Petroleum Ltd.
PXF,First Asset Provincial B
PXG-U,Pwrshr FTSE Rafi Global Plus Fdamntl USD
PXT,Parex Resources Inc
PXU-F,Powershares FTSE Rafi US Fund Idx ETF
PYF,Purpose Premium Yield Fund ETF
PZC,Pwrshr FTSE Rafi CDN Sml
PZW-U,Pwrshr FTSE Rafi Glb Sml Mid Fdamntl USD
QBR-B,Quebecor Inc. Cl.B Sv
QEC,Questerre Energy Corp
QMG,Questrade Rus US Mc Grwt
QQC,Powershares QQQ CAD Hdg
QRH,Questrade Rus 1000 Eq US
QRM,Quest Rare Minerals Ltd
QRT,Questrade Rus 1000 EW US
QSR,Restaurant Brands Intern
QXM-A,F A Morningstar Nb Quebe
QBR-A,Quebecor Inc. Cl.A Mv
QCP,Questrade Fixed Inc Core Plus ETF
QGE,Questrade Global Total Equity ETF
QMV,Questrade Rus US Mc Val
QQC-F,Powershares QQQ Index ETF
QRI,Questrade Rus 1000 EW US
QRM-WT,Quest Rare Minerals Ltd
QSP-UN,Restaurant Brands Intl L
QXM,F A Morningstar Nb Quebe
RAI-UN,Real Asset Income and Gr
RAY-A,Stingray Digital Group I
RBA,Ritchie Bros Auctioneers
RBO,RBC 1 To 5 Yr Laddered C
RBS-PR-B,R Split III Corp Pref Cl
RCD,RBC Quant CDN Dividend L
RCH,Richelieu Hardware
RCI-B,Rogers Communications In
RDI,Rockwell Diamonds Inc
RDL,Redline Communications G
REI-PR-C,Riocan REIT Pref Series
RET,Reitmans Canada
RFP,Resolute Forest Products
RHF,RBC Quant EAFE Equity Ldrs [Ca
RHP,RBC Quant European Div L
RHU,RBC Quant US Div Leaders
RIC,Richmont Mines
RID-U,RBC Quant EAFE Div Leade
RIE-U,RBC Quant EAFE Equity Leaders ETF USD
RIG-U,RBC Quant Global Infras Leaders ETF USD
RIT,First Asset Canadian REIT ETF
RKN,Redknee Solutions Inc.
RME,Rocky Mountain Dealershi
RMX,Rubicon Minerals Corp.
RNW,Transalta Renewables Inc
RPD,RBC Quant European Div L
RPF,RBC Canadian Preferred Share ETF
RQE,RBC Target 2017 Corp Bon
RQG,RBC Target 2019 Corp Bon
RQI,RBC Target 2021 Corp Bon
RQK,RBC Target 2023 Corp Bond Idx ETF
RSI,Rogers Sugar Inc
RSI-DB-D,Rogers Sugar 5.75 Pct Co
RTU-UN,CDN Resources Un
RUD-U,RBC Quant US Div Leaders
RUS,Russel Metals
RWC,First Asset MSCI Canada
RWE,First Asset MSCI Europe
RWE-B,First Asset MSCI Europe
RWU,First Asset MSCI USA Lr
RWU-D,First Asset MSCI USA Lr Wgtd Unhg AC ETF
RWW-A,First Asset MSCI Wld Low
RXD,RBC Quant Emerging Mkts
RXE,RBC Quant Emerg Mkts Equity Leaders ETF
RY-PR-A,Royal Bank of Canada Pr
RY-PR-C,Royal Bank of Can. First
RY-PR-E,RBC Non-Cum First Pr Shs
RY-PR-G,RBC Non-Cum First Pr Ser
RY-PR-I,Royal Bank  Pref Series
RY-PR-K,Royal Bank Pref Series A
RY-PR-M,Royal Bank Pref Series B
RY-PR-O,RBC Pref Shares Series B
RY-PR-Q,RBC Pref Shares Series Bk
RY-PR-W,RBC 4.90% Ser. W
R,Red Eagle Mining Corp
RAV-UN,Ravensource Fund
RAY-B,Stingray Digital Group I
RBN-UN,Blue Ribbon Income Fund
RBS,R Split III Corp. Capita
RC,Rdm Corp
RCE,RBC Quant Canadian Equit
RCI-A,Rogers Communications In
RCO-UN,Middlefield Can Global R
RDK,Redhawk Resources Inc
REF-UN,CDN Real Estate Un
REI-UN,Riocan Real Est Un
RET-A,Reitmans (Canada) Ltd.
RGX,Argex Titanium Inc
RHI,RBC Quant EAFE Div Leade
RHS,RBC Quant US Equity Lead
RIB-UN,Ridgewood CAD Invest Gra
RID,RBC Quant EAFE Div Leade
RIE,RBC Quant EAFE Equity Le
RIG,RBC Quant Global Infras Leaders ETF
RIGP-UN,Canadian Investment Grade Pref Fund
RIT-A,Fa Canadian REIT ETF Adv Cls
RLB,RBC 1-5 Year Laddered Canadian
RMP,Rmp Energy Inc
RN,Rio Novo Gold Inc
RNX,Royal Nickel Corporation
RPD-U,RBC Quant European Div L
RPI-UN,Richards Packaging Incom
RQF,RBC Target 2018 Corp Bon
RQH,RBC Target 2020 Corp Bon
RQJ,RBC Target 2022 Corp Bond Idx ETF
RRX,Raging River Exploration
RSI-DB-C,Rogers Sugar Inc. 5.70 D
RTG,Rtg Mining Inc
RUD,RBC Quant US Div Leaders
RUE,RBC Quant US Equity Lead
RVX,Resverlogix Corp.
RWC-A,First Asset MSCI Cda Low
RWE-A,First Asset MSCI Europe
RWE-D,First Asset MSCI Europe
RWU-B,First Asset MSCI USA Lr
RWW,First Asset MSCI World L
RWW-B,First Asset MSCI Wld Lr
RXD-U,RBC Quant Emerging Mkts
RY,Royal Bank of Canada
RY-PR-B,RBC Non-Cum First Prefer
RY-PR-D,RBC First Pref Shares Se
RY-PR-F,RBC Non-Cum First Pref S
RY-PR-H,Royal Bank of Canada Prf
RY-PR-J,Royal Bank Pref Series B
RY-PR-L,RBC Non Com 5-Year Srs A
RY-PR-N,Royal Bank Pref Series B
RY-PR-P,RBC Pref Shares Series Bj
RY-PR-R,RBC Pref Shares Series Bm
RY-PR-Z,RBC First Pref Sh Series
SAM,Starcore International M
SAU,ST Augustine Gold and Co
SBC,Brompton Split Banc Corp
SBI,Serabi Gold Plc
SBN-PR-A,S Split Corp. Pref A
SBT-B,Silver Bullion Trust CAD ETF Non Cur
SCC,Sears Canada Inc
SCP,Sprott Resource  Corp
SCW-UN,Canso Select Opportuniti
SDY,Strad Energy Services Lt
SEC,Senvest Capital
SES,Secure Energy Services I
SFD,Nxt Energy Solutions Inc
SGQ,Southgobi Resources Ltd
SHA,Sphere FTSE Asia Sustainable Yld ETF
SHE,Sphere FTSE Euro Sustainable Yld ETF
SHU,Sphere FTSE US Sustainable Yld ETF
SIA,Sienna Senior Living Inc
SIF-UN,Strategic Income Allocat
SIN-UN,Sciti Trust
SJ,Stella Jones Inc
SJR-PR-A,Shaw Communications Inc
SKG-UN,Skylon Growth & Income F
SLF-PR-A,Sun Life Financial Inc P
SLF-PR-C,Sunlife Financial Inc. C
SLF-PR-E,Sun Life Financial Inc.
SLF-PR-H,Sun Life Financial Inc P
SLF-PR-J,Sun Life Financial Inc P
SLR,Solitario Exploration &
SMC,Sulliden Mining Capital
SMT,Sierra Metals Inc
SNC,Snc-Lavalin Sv
SOX,Stuart Olson Inc
SOY,Sunopta Inc.
SPB-DB-H,Superior Plus Corp 6.0 P
SQP,Strongco Corporation
SRT-UN,Slate Retail REIT
SRV-UN,Sir Royalty Income Fund
SSL,Sandstorm Gold Ltd
SSL-WT-B,Sandstorm Gold Ltd Warra
ST,Stonegate Agricom Ltd
STB-DB-A,Student Transportation Inc 5.25 Pct Debs
STN,Stantec Inc
SUM,Solium Capital Inc.
SVC,Sandvine Corporation
SVR,Ishares Silver Bullion E
SVY,Savanna Energy Services
SWH,Sunwah International Lim
SWY-DB-U,Stornoway Diamond Corp 6
SXP,Supremex Inc.
S,Sherritt Intl Rv
SAP,Saputo Inc.
SBB,Sabina Gold and Silver C
SBC-PR-A,Brompton Split Banc Corp
SBN,S Split Corp. Cl.A
SBR,Silver Bear Resources In
SCB,Street Capital Group Inc
SCL,Shawcor Ltd
SCU,The Second Cup Ltd.
SCY,Scandium International M
SEA,Seabridge Gold Inc.
SEN,Serinus Energy Inc
SEV,Spectra7 Microsystems In
SGF,Shore Gold Inc.
SGY,Surge Energy Inc
SHC,Sphere FTSE Cda Sustainable Yld ETF
SHOP,Shopify Inc
SHZ,Sphere FTSE Emerg Mkts Yld Idx ETF
SIA-DB,Sienna Senior Living Inc
SII,Sprott Inc.
SIS,Savaria Corp.
SJR-B,Shaw Communications Inc.
SJR-PR-B,Shaw Communications Series B
SLF,Sun Life Financial Inc.
SLF-PR-B,Sun Life Financial Inc.
SLF-PR-D,Sun Life Financial Inc.
SLF-PR-G,Sun Life Financial Inc.
SLF-PR-I,Sun Life Financial Inc P
SLF-PR-K,Sun Life Financial Inc Pref Ser 11Qr
SLW,Silver Wheaton Corp.
SMF,SEMAFO J
SMU-UN,Summit Industrial Income
SOT-UN,Slate Office REIT
SOX-DB-A,Stuart Olson Inc 6 Pct D
SPB,Superior Plus Corp.
SPE,Spartan Energy Corp
SRT-U,Slate Retail REIT USD
SRU-UN,Smart Real Estate Investment Trust
SSF-UN,Symphony Floating Rate S
SSL-WT,Sandstorm Gold Ltd Wts
SSO,Silver Standard Res Inc.
STB,Student Transportation I
STB-DB-C,Student Transportation I
SU,Suncor Energy Inc.
SVB,Silver Bull Resources In
SVM,Silvercorp Metals Inc.
SVR-C,Ishares Silver Bullion E
SW,Sierra Wireless
SWY,Stornoway Diamond Corp.
SXI,Synex Intl J
TA,Transalta Corporation
TA-PR-E,Transalta Corp Pref Series B
TA-PR-H,Transalta Corp Pref Sh S
TAO,Tag Oil Ltd
TBL-NT,Taiga Building Products
TCL-A,Transcontinental Inc. C
TCN,Tricon Capital Group Inc
TCS,Tecsys Inc J
TCW,Trican Well
TD-PF-A,TD Bank Pref Series 1
TD-PF-C,TD Bank Pref Series 5
TD-PF-E,TD Bank Pref Series 9
TD-PF-G,TD Bank Pref Series 12
TD-PR-S,TD Bank Ser S Pr
TD-PR-Y,TD Bank Ser Y Pr
TDB,TD CDN Aggregate Bond Index ETF
TECK-A,Teck Resources Ltd Cl A
TEI,Toscana Energy Income Co
TEL,Tellza Communications In
TF,Timbercreek Financial Corp
TF-DB-A,Timbercreek Financial Corp 5.40 Pct Debs
TFII,Tfi International Inc
TGL,Transglobe Energy Corp
TGO,Terago Inc.
TH,Theratechnologies
The,TD Intl Equity CAD Hedge Index ETF
THU,TD SP 500 CAD Hedge Index ETF
TKO,Taseko Mines Ltd.
TLF-UN,Tech Leaders Income Fund
TLV,Powershares SP TSX Low V
TMD,Titan Medical Inc
TMD-WT-D,Titan Medical Inc Wts Cl
TMD-WT-H,Titan Medical Inc Wts Cl H
TMI,Trimetals Mining Inc
TML,Treasury Metals Inc.
TMM-WT,Timmins Gold Corp Wts
TMR,Tmac Resources Inc
TNT-UN,True North Commercial Re
TOF-UN,Taylor North American Eq
TOS,Tso3 Inc
TOU,Tourmaline Oil Corp
TPE,TD International Equity Index ETF
TPH-DB-D,Temple Hotels Inc 7.75 P
TPH-DB-F,Temple Hotels Inc 7.0 PC
TPL,Tethys Petroleum Limited
TPX-A,Molson Coors Canada Inc.
TR,Trillium Therapeutics In
TRI,Thomson Reuters Corporat
TRP,Transcanada Corp.
TRP-PR-B,Transcanada Corp Pref Se
TRP-PR-D,Transcanada Corp Pref Se
TRP-PR-F,Transcanada Corp Pref Se
TRP-PR-H,Transcanada Corp Pref Se
TRP-PR-J,Transcanada Corp Pref Series 13
TRQ,Turquoise Hill Resources
TS-B,Torstar Corp. Cl. B Nv
TTE-UN,Top 20 Europe Dividend T
TTY-UN,Top 20 Dividend Trust
TV,Trevali Mining Corporati
TVE,Tamarack Valley Energy L
TVK-DB,Terravest Capital Inc 7.
TXF,First Asset Tech Giants
TXG,Torex Gold Resources Inc
TXT-PR-A,Top 10 Split Trust Prf.
TZS,Trez Capital Senior Mort
T,Telus Corporation
TA-PR-D,Transalta Corp Prfd Seri
TA-PR-F,Transalta Corp Pref Seri
TA-PR-J,Transalta Corp Pref Seri
TBL,Taiga Building Products
TC,Tucows Inc.
TCL-B,Transcontinental Inc. C
TCN-DB-A,Tricon Capital Group Inc
TCT-UN,Top 10 Canadian Financia
TD,Toronto-Dominion Bank
TD-PF-B,TD Bank Pref Series 3
TD-PF-D,TD Bank Pref Series 7
TD-PF-F,TD Bank Pref Series 11
TD-PF-H,TD Bank Pref Series 14
TD-PR-T,TD Bank Pref Series T
TD-PR-Z,TD Bank Pref Series Z
TDG,Trinidad Drilling Ltd.
TECK-B,Teck Resources Ltd Cl B
TEI-DB,Toscana Energy Income Co
TET,Trilogy Energy Corp.
TF-DB,Timbercreek Financial Corp 6.35 Pct Debs
TFI,Transforce Inc.
TGF-UN,Timbercreek Global Real
TGL-DB,Transglobe Energy Corp 6
TGZ,Teranga Gold Corporation
TH-WT,Theratechnologies Inc Wt
THO,Tahoe Resources Inc
TIH,Toromont Ind
TLB,Tearlab Corporation
TLO,Talon Metals Corp.
TMB,Tembec Inc.
TMD-WT-C,Titan Medical Inc Wts Cl
TMD-WT-G,Titan Medical Inc Wts Cl G
TMD-WT-I,Titan Medical Inc Wts Cl I
TMI-B,Trimetals Mining Inc Cla
TMM,Timmins Gold Corp
TMQ,Trilogy Metals Inc
TNP,Transatlantic Petroleum
TNX,Tanzanian Royalty Explor
TOG,Torc Oil and Gas Ltd
TOT,Total Energy Services In
TOY,Spin Master Corp
TPH,Temple Hotels Inc
TPH-DB-E,Temple Hotels Inc 7.25 P
TPK,Ten Peaks Coffee Company
TPU,TD SP 500 Index ETF
TPX-B,Molson Coors Canada Inc.
TRF-UN,First Asset Energy & Res
TRI-PR-B,Thomson Reuters Corporat
TRP-PR-A,Transcanada Corp Pref Se
TRP-PR-C,Transcanada Cumul Redeem
TRP-PR-E,Transcanada Corp Pref Se
TRP-PR-G,Transcanada Corp Pref Se
TRP-PR-I,Transcanada Corp Pref Series 6
TRP-PR-K,Transcanada Corp Pref Series 15
TRZ,Transat At Inc
TSL,Tree Island Steel Ltd
TTP,TD SP TSX Capped Comp Index ETF
TUT-UN,Top 20 US Dividend Trust
TVA-B,Tva Group Inc. Cl.B Nv
TVK,Terravest Capital Inc
TWC,Twc Enterprises Limited
TXF-A,First Asset Tech Giants
TXP,Touchstone Exploration I
TXT-UN,Top 10 Split Trust
TZZ,Trez Capital Mortgage In
UCD-UN,Fa Morningstar US Consum
UEX,Uex Corp
ULV,Powershares Sp500 Low Vo
UNC,United Corp Ltd
UNC-PR-B,United Corp 59 Pr
UNG-PR-D,Union Gas 6% B Pr
UR,Urthecast Corp
URB-A,Urbana Corporation Cl A
US,US Dividend Growers Inco
USB,Powershares Lad US 0 To
USF-UN,US Financials Income Fun
UST-PR-B,Utility Split Trust Clas
UTC-C,Utility Corp Cl C
UWE,U3O8 Corp
UXM-A,F A Morningstar US Div T
U,Uranium Participation Co
UDA-UN,Caldwell US Dividend Adv
UFS,Domtar Corporation
ULV-F,Powershares Sp500 Low Volatility ETF
UNC-PR-A,United Corp Pr A
UNG-PR-C,Union Gas 5-1/2% Pr
UNS,Uni Select Inc
URB,Urbana Corporation
URE,Ur-Energy Inc.
USA,Americas Silver Corporation
USB-U,Powershares Lad US 0 To
USH-UN,US Housing Recovery Fund
UST-UN,Utility Split Trust
UTE-UN,Canadian Utilities Telec
UXM,F A Morningstar US Div T
UXM-B,Fa Morningstar US Div Tg
VAB,Vanguard CDN Aggregate B
VB,Versabank
VB-PR-B,Versabank Pref Series 3
VBU,Vanguard US Agg Bond Ind
VCE,Vanguard FTSE Canada Ind
VCN,Vanguard FTSE Canada All
VDY,Vanguard FTSE CDN High D
VEE,Vanguard FTSE Emerging M
VEH,Vanguard FTSE Dev Europe ETF CAD Hdg
VFF,Village Farms Internatio
VGG,Vanguard US Div Appr Idx
VGZ,Vista Gold Corp
VII,Seven Generations Energy
VIU,Vanguard FTSE Dev All Cap Na Idx
VLN,Velan Inc. Sv
VMO,Vanguard Glob Momentum Factor ETF
VNP-DB,5N Plus Inc 5.75 Pct Deb
VNR-PR-A,Valener Inc Pref Series
VRX,Valeant Pharmaceuticals
VSC,Vanguard CDN Short Term
VSN-PR-A,Veresen Inc Pref Sh Seri
VSN-PR-E,Veresen Inc Pref Sh Seri
VUN,Vanguard US Total Market
VVL,Vanguard Glob Val Factor ETF
VXC,Vanguard FTSE All World
VXM-A,F A Morningstar Intl Val
VXM-D,F A Morningstar Intl Val
VA,Vanguard FTSE Dev Asia P
VAH,Vanguard FTSE Dev Asia Pac ETF CAD Hdg
VB-PR-A,Versabank Pref Series 1
VBG,Vanguard Global Ex US Ag
VBV,Vbi Vaccines Inc
VCM,Vecima Networks Inc.
VDU,Vanguard FTSE Developed
VE,Vanguard FTSE Dev Europe
VEF,Vanguard FTSE Dev Ex Na
VET,Vermilion Energy Inc
VFV,Vanguard SP 500 Index Et
VGH,Vanguard US Div Appr Idx
VI,Vanguard FTSE Dev All Cap Na Idx
VIP-UN,Aston Hill Vip Income Fu
VLE,Valeura Energy Inc
VLQ,Vanguard Global Liquidity Factor ETF
VNP,5N Plus Inc.
VNR,Valener Inc
VRE,Vanguard FTSE CDN Capped
VSB,Vanguard CDN Short-Term
VSN,Veresen Inc.
VSN-PR-C,Veresen Inc Pref Sh Seri
VSP,Vanguard SP 500 Index Et
VUS,Vanguard US Total Mkt Id
VVO,Vanguard Global Min Vol ETF
VXM,F A Morningstar Intl Val
VXM-B,F A Morningstar Intl Val
VXS,Vixs Systems Inc
W-PR-J,Westcoast 8 Pr
W-PR-M,Westcoast Energy Inc Pref Series 12
WCP,Whitecap Resources Inc
WDO-DB-A,Wesdome Gold Mines Ltd 7
WEQ,Westernone Inc
WFC,Wall Financial
WFS-PR-A,World Financial Split Co
WG,Wellgreen Platinum Ltd
WIR-U,Wpt Industrial REIT USD
WJX,Wajax Corporation
WN,Weston George
WN-PR-C,George Weston Ltd. 5.20%
WN-PR-E,George Weston Ltd. 4.75
WPRT,Westport Innovations Inc
WRG,Western Energy Services
WSP,WSP Global Inc
WXM,F A Morningstar Cda Mome
W-PR-H,Westcoast 7 Pr
W-PR-K,Westcoast Energy Inc Pref Series 10
WCN,Waste Connections Inc.
WDO,Wesdome Gold Mines Ltd.
WEF,Western Forest Products
WEQ-DB,Westernone Inc 6.25 Pct
WFS,World Financial Split Co
WFT,West Fraser Timber Co Lt
WIN,Wi-Lan Inc
WJA,Westjet Airlines Ltd.
WM,Wallbridge Mng J
WN-PR-A,George Weston Limited Pr
WN-PR-D,George Weston Ltd. 5.2%
WPK,Winpak Ltd
WPX,Western Potash Corp
WRN,Western Copper and Gold
WTE,Westshore Terminals Inve
WXM-A,F A Morningstar Cda Mome
XAL,Ishares Alternatives Com
XAW,Ishares Core MSCI All Cn
XBM,Ishares SP TSX Global BA
XCB,Ishares Canadian Corpora
XCG,Ishares Canadian Growth
XCR,Ishares Conservative Cor
XCT,Exactearth Ltd
XDC,Xtreme Drilling and Coil
XEB,Ishares JP Morgan USD EM
XEF,Ishares Core MSCI EAFE I
XEH,Ishares MSCI Europe IMI
XEM,Ishares MSCI Emerging Ma
XEU,Ishares MSCI Europe IMI
XFC,Ishares Factorselect MSCI C
XFH,Ishares Core MSCI EAFE I
XFN,Ishares SP TSX Capped Fi
XFS,Ishares Factorselect MSCI USA Idx ETF
XGC,Ishares Global Comp. Por
XGI,Ishares SP Global Indust
XHB,Ishares CDN Hybrid Corp
XHD,Ishares US High Div Equi
XHY,Ishares US High Yield Bo
XID,Ishares India Index ETF
XIN,Ishares MSCI EAFE Index
XIU,Ishares SP TSX 60 Index
XMA,Ishares SP TSX Capped Ma
XMD,Ishares SP TSX Completio
XMF-PR-B,M Split Corp. Class I Pr
XMH,Ishares SP US Midcap Ind
XML,Ishares Edge MSCI Mv EAFE ETF CAD Hgd
XMS,Ishares Edge MSCI Mv USA ETF CAD Hgd
XMV,Ishares MSCI Canada Min
XMY,Ishares Edge MSCI Mv Glbl ETF CAD Hgd
XQB,Ishares Core Hi Quality
XRB,Ishares CDN Real Return
XRE,Ishares SP TSX Capped Re
XSC,Ishares Conv Shr Trm Stra Fxd
XSH,Ishares Core CDN ST Corp
XSP,Ishares Core SP 500 Idx
XSR,Sirius XM Canada Holding
XSU,Ishares US Small Cap Ind
XTD,Tdb Split Corp. Class A
XTG,Xtra Gold Resources Corp
XUH,Ishares Core SP US Total
XUT,Ishares SP TSX Capped Ut
XWD,Ishares MSCI World Index
XXM-A,Fa Morningstar US Value
XXM-D,Fa Morningstr US Val Unh
X,Tmx Group Limited
XAU,Goldmoney Inc
XBB,Ishares Canadian Univers
XBZ,Ishares MSCI Brazil Inde
XCD,Ishares SP Global Cons D
XCH,Ishares China Index ETF
XCS,Ishares SP TSX Smallcap
XCV,Ishares Canadian Value I
XDV,Ishares Canadian Select
XEC,Ishares Core MSCI Emergi
XEG,Ishares SP TSX Capped En
XEI,Ishares Core SP TSX Comp
XEN,Ishares Jantzi Social In
XFA,Ishares Factorselect MSCI USA Idx CAD
XFF,Ishares Factorselect MSCI EAFE
XFI,Ishares Factorselect MSCI EAFE Idx ETF
XFR,Ishares Floating Rate In
XGB,Ishares Canadian Govt Bo
XGD,Ishares S&P/Tsx Global G
XGR,Ishares Growth Core Port
XHC,Ishares Global Healthcar
XHU,Ishares US High Div Equi
XIC,Ishares Core SP TSX Capp
XIG,Ishares US Ig Corporate
XIT,Ishares SP TSX Capped In
XLB,Ishares Core CDN Long Te
XMC,Ishares SP US Midcap Ind
XMF-A,M Split Corp Capital Sha
XMF-PR-C,M Split Corp. Class II P
XMI,Ishares MSCI EAFE Min Vo
XMM,Ishares MSCI Emerg Mkts
XMU,Ishares MSCI USA Min Vol
XMW,Ishares MSCI All Country
XPF,Ishares SP TSX Na Pref S
XQQ,Ishares Nasdaq 100 Index
XRC,Exeter Resource Corporat
XSB,Ishares Canadian Short T
XSE,Ishares Cons Strat Fix I
XSI,Ishares Short Term Strat
XSQ,Ishares Core ST Hi Quali
XST,Ishares SP TSX Capped Co
XTC,Exco Tech
XTD-PR-A,Tdb Split Corp. Priorit
XTR,Ishares Diversified Mont
XUS,Ishares Core SP 500 Inde
XUU,Ishares Core SP US Total
XXM,Fa Morningstar US Value
XXM-B,Fa Morningstr US Value I
XYM-UN,Star Yield Managers Trust
Y-WT,Yellow Pages Limited Wts
YCM-PR-A,Commerce Split Corp Clas
YGR,Yangarra Resources Ltd
YP-UN,Yieldplus Income Fund
YRB-A,Yorbeau Res A J
YXM,Fa Morningstar US Moment
Y,Yellow Pages Limited
YCM,Commerce Split Corp Capi
YCM-PR-B,Commerce Split Corp Clas
YMI,Yellowhead Mining Inc
YPG-DB,Yp Digital and Media Sol
YRI,Yamana Gold Inc
YXM-B,Fa Morningstar US Moment
ZAR,Zargon Oil and Gas Ltd.
ZBK,BMO Equal Weight US Bank
ZCL,Zcl Composites
ZCN,BMO SP TSX Capped Comp I
ZDB,BMO Discount Bond Idx Et
ZDI,BMO International Divide
ZDM,BMO MSCI EAFE Hedged To
ZDY,BMO US Dividend ETF CAD
ZEA,BMO MSCI EAFE Idx ETF
ZEF,BMO Emg Mkt Bond Hdgd To
ZEO,BMO SP TSX Eql Weight Oi
ZFH,BMO Floating Rate High Y
ZFM,BMO Mid Federal Bond Ind
ZGD,BMO SP TSX Eql Weight Gl
ZGQ,BMO MSCI All Cntry Wrld
ZIC,BMO Mid Term US Ig Corp
ZID,BMO India Equity Index E
ZJG,BMO Junior Gold Index Et
ZJO,BMO Junior Oil Index ETF
ZLC,BMO Long Corporate Bond
ZLE,BMO Low Vol Emerg Mkt Equity ETF
ZLI,BMO Low Vol Intl Equity
ZLU-U,BMO Low Volatility US Eq
ZMP,BMO Mid Provincial Bond
ZMU,BMO Mid Term US Ig Corp
ZPR,BMO SP TSX Laddered Pref
ZPW,BMO US Put Write ETF
ZQQ,BMO Nasdaq 100 Hedged To
ZRR,BMO Real Return Bond Ind
ZSP-U,BMO SP 500 Index ETF USD
ZSU,BMO ST US Ig Corp Bond H
ZUD,BMO US Dividend Hedged T
ZUH,BMO Eql Wgt US Hcare Hdg
ZUT,BMO Equal Weight Utiliti
ZWB,BMO Covered Call Canadia
ZWH,BMO US High Dividend Cov
ZWU,BMO Covered Call Utiliti
ZXM-A,F A Morningstar Intl Mom
ZZZ,Sleep Country Canada Hol
ZAG,BMO Aggregate Bond Index
ZAR-DB,Zargon Oil and Gas Ltd 6
ZCH,BMO China Equity Index E
ZCM,BMO Mid Corporate Bond I
ZCS,BMO Short Corp Bond Inde
ZDH,BMO Intl Div CAD Hedge E
ZDJ,BMO DJIA Hedged To CAD I
ZDV,BMO Canadian Dividend Et
ZDY-U,BMO US Dividend ETF USD
ZEB,BMO SP TSX Equal Weight
ZEM,BMO MSCI Emerging Market
ZEQ,BMO MSCI EU Hq Hcad Idx
ZFL,BMO Long Fed Bond Index
ZFS,BMO Short Federal Bond I
ZGI,BMO Global Infrastructur
ZHY,BMO High Yld US Corp Bnd
